Unnamed: 0	Geneid	KO	Pathway_ko	Definition
6598	Cre10.g452050	K08908	9102	Energy metabolism
6599	Cre10.g452050	K08908	9181	Protein families: metabolism
6600	Cre10.g452100	K02723	9102	Energy metabolism
6601	Cre10.g452100	K02723	9181	Protein families: metabolism
6728	Cre10.g461000	K14772	9182	Protein families: genetic information processing
6765	Cre10.g465550	K03696	9182	Protein families: genetic information processing
6815	Cre10.g466850	K01802	9191	Unclassified: metabolism
6816	Cre10.g467000	K04638	9164	Neurodegenerative diseases
6817	Cre10.g467000	K04638	9182	Protein families: genetic information processing
6828	Cre11.g467350	K00232	9103	Lipid metabolism
6829	Cre11.g467350	K00232	592	alpha-Linolenic acid metabolism
6830	Cre11.g467350	K00232	1040	Biosynthesis of unsaturated fatty acids
6831	Cre11.g467350	K00232	9132	Signal transduction
6832	Cre11.g467350	K00232	9141	Transport and catabolism
6833	Cre11.g467350	K00232	9152	Endocrine system
6841	Cre11.g467550	K01465	9104	Nucleotide metabolism
6854	Cre11.g467568	K06276	9132	Signal transduction
6855	Cre11.g467568	K06276	4068	FoxO signaling pathway
6856	Cre11.g467568	K06276	4071	Sphingolipid signaling pathway
6857	Cre11.g467568	K06276	4151	PI3K-Akt signaling pathway
6858	Cre11.g467568	K06276	4152	AMPK signaling pathway
6859	Cre11.g467568	K06276	4150	mTOR signaling pathway
6860	Cre11.g467568	K06276	9141	Transport and catabolism
6861	Cre11.g467568	K06276	9143	Cell growth and death
6862	Cre11.g467568	K06276	9144	Cellular community - eukaryotes
6863	Cre11.g467568	K06276	9151	Immune system
6864	Cre11.g467568	K06276	4664	Fc epsilon RI signaling pathway
6865	Cre11.g467568	K06276	9152	Endocrine system
6866	Cre11.g467568	K06276	3320	PPAR signaling pathway
6867	Cre11.g467568	K06276	4919	Thyroid hormone signaling pathway
6868	Cre11.g467568	K06276	9155	Excretory system
6869	Cre11.g467568	K06276	9156	Nervous system
6870	Cre11.g467568	K06276	9161	Cancers: Overview
6871	Cre11.g467568	K06276	5205	Proteoglycans in cancer
6872	Cre11.g467568	K06276	9162	Cancers: Specific types
6873	Cre11.g467568	K06276	5213	Endometrial cancer
6874	Cre11.g467568	K06276	5223	Non-small cell lung cancer
6875	Cre11.g467568	K06276	9167	Endocrine and metabolic diseases
6876	Cre11.g467568	K06276	9174	Infectious diseases: Parasitic
6877	Cre11.g467568	K06276	9176	Drug resistance: Antineoplastic
6878	Cre11.g467568	K06276	9181	Protein families: metabolism
6879	Cre11.g467568	K06276	9182	Protein families: genetic information processing
6918	Cre11.g467700	K01599	9108	Metabolism of cofactors and vitamins
6930	Cre11.g467706	K11407	9161	Cancers: Overview
6931	Cre11.g467706	K11407	9165	Substance dependence
6932	Cre11.g467706	K11407	9181	Protein families: metabolism
6933	Cre11.g467706	K11407	9182	Protein families: genetic information processing
6934	Cre11.g467706	K11407	4131	Membrane trafficking
6935	Cre11.g467706	K11407	3036	Chromosome and associated proteins
6986	Cre11.g467779	K12373	9101	Carbohydrate metabolism
6987	Cre11.g467779	K12373	9107	Glycan biosynthesis and metabolism
6988	Cre11.g467779	K12373	531	Glycosaminoglycan degradation
6989	Cre11.g467779	K12373	603	Glycosphingolipid biosynthesis - globo and isoglobo series
6990	Cre11.g467779	K12373	604	Glycosphingolipid biosynthesis - ganglio series
6991	Cre11.g467779	K12373	511	Other glycan degradation
6992	Cre11.g467779	K12373	9141	Transport and catabolism
6993	Cre11.g467779	K12373	9182	Protein families: genetic information processing
7023	Cre11.g468700	K18010	9108	Metabolism of cofactors and vitamins
7045	Cre11.g476050	K10408	9164	Neurodegenerative diseases
7046	Cre11.g476050	K10408	9183	Protein families: signaling and cellular processes
7078	Cre11.g478184	K01192	9107	Glycan biosynthesis and metabolism
7079	Cre11.g478184	K01192	9141	Transport and catabolism
7105	Cre11.g479750	K03106	9123	"Folding	 sorting and degradation"
7106	Cre11.g479750	K03106	9131	Membrane transport
7107	Cre11.g479750	K03106	9145	Cellular community - prokaryotes
7108	Cre11.g479750	K03106	9183	Protein families: signaling and cellular processes
7114	Cre11.g480750	K08657	9181	Protein families: metabolism
7129	Cre11.g482001	K13118	9182	Protein families: genetic information processing
7155	Cre12.g484200	K13789	9109	Metabolism of terpenoids and polyketides
7156	Cre12.g484200	K13789	9181	Protein families: metabolism
7157	Cre12.g484250	K10408	9164	Neurodegenerative diseases
7158	Cre12.g484250	K10408	9183	Protein families: signaling and cellular processes
7210	Cre12.g487100	K01874	9106	Metabolism of other amino acids
7211	Cre12.g487100	K01874	9122	Translation
7212	Cre12.g487100	K01874	9181	Protein families: metabolism
7213	Cre12.g487100	K01874	9182	Protein families: genetic information processing
7214	Cre12.g487350	K16801	9182	Protein families: genetic information processing
7224	Cre12.g488350	K00464	9191	Unclassified: metabolism
7315	Cre12.g494800	K10410	9164	Neurodegenerative diseases
7316	Cre12.g494800	K10410	9183	Protein families: signaling and cellular processes
7323	Cre12.g495300	K01814	9105	Amino acid metabolism
7324	Cre12.g495350	K19332	9182	Protein families: genetic information processing
7341	Cre12.g497000	K15426	9181	Protein families: metabolism
7342	Cre12.g497000	K15426	9182	Protein families: genetic information processing
7367	Cre12.g498850	K08568	9141	Transport and catabolism
7368	Cre12.g498850	K08568	9143	Cell growth and death
7369	Cre12.g498850	K08568	9181	Protein families: metabolism
7372	Cre12.g499250	K13293	9104	Nucleotide metabolism
7373	Cre12.g499250	K13293	9132	Signal transduction
7374	Cre12.g499250	K13293	9152	Endocrine system
7375	Cre12.g499250	K13293	9165	Substance dependence
7376	Cre12.g499300	K13293	9104	Nucleotide metabolism
7377	Cre12.g499300	K13293	9132	Signal transduction
7378	Cre12.g499300	K13293	9152	Endocrine system
7379	Cre12.g499300	K13293	9165	Substance dependence
7392	Cre12.g500150	K00128	9101	Carbohydrate metabolism
7393	Cre12.g500150	K00128	53	Ascorbate and aldarate metabolism
7394	Cre12.g500150	K00128	620	Pyruvate metabolism
7395	Cre12.g500150	K00128	9103	Lipid metabolism
7396	Cre12.g500150	K00128	561	Glycerolipid metabolism
7397	Cre12.g500150	K00128	9105	Amino acid metabolism
7398	Cre12.g500150	K00128	310	Lysine degradation
7399	Cre12.g500150	K00128	330	Arginine and proline metabolism
7400	Cre12.g500150	K00128	340	Histidine metabolism
7401	Cre12.g500150	K00128	380	Tryptophan metabolism
7402	Cre12.g500150	K00128	9106	Metabolism of other amino acids
7403	Cre12.g500150	K00128	9109	Metabolism of terpenoids and polyketides
7404	Cre12.g500150	K00128	903	Limonene and pinene degradation
7405	Cre12.g500150	K00128	9111	Xenobiotics biodegradation and metabolism
7534	Cre12.g505900	K17496	9182	Protein families: genetic information processing
7535	Cre12.g505900	K17496	9183	Protein families: signaling and cellular processes
7536	Cre12.g506000	K11143	9164	Neurodegenerative diseases
7537	Cre12.g506000	K11143	9183	Protein families: signaling and cellular processes
7579	Cre12.g507400	K01897	9103	Lipid metabolism
7580	Cre12.g507400	K01897	71	Fatty acid degradation
7581	Cre12.g507400	K01897	9141	Transport and catabolism
7582	Cre12.g507400	K01897	9143	Cell growth and death
7583	Cre12.g507400	K01897	9145	Cellular community - prokaryotes
7584	Cre12.g507400	K01897	9152	Endocrine system
7585	Cre12.g507400	K01897	3320	PPAR signaling pathway
7586	Cre12.g507400	K01897	9159	Environmental adaptation
7587	Cre12.g507400	K01897	9181	Protein families: metabolism
7588	Cre12.g507400	K01897	9183	Protein families: signaling and cellular processes
7606	Cre12.g508900	K04371	9132	Signal transduction
7607	Cre12.g508900	K04371	4015	Rap1 signaling pathway
7608	Cre12.g508900	K04371	4010	MAPK signaling pathway
7609	Cre12.g508900	K04371	4013	MAPK signaling pathway - fly
7610	Cre12.g508900	K04371	4011	MAPK signaling pathway - yeast
7611	Cre12.g508900	K04371	4012	ErbB signaling pathway
7612	Cre12.g508900	K04371	4350	TGF-beta signaling pathway
7613	Cre12.g508900	K04371	4370	VEGF signaling pathway
7614	Cre12.g508900	K04371	4371	Apelin signaling pathway
7615	Cre12.g508900	K04371	4668	TNF signaling pathway
7616	Cre12.g508900	K04371	4066	HIF-1 signaling pathway
7617	Cre12.g508900	K04371	4068	FoxO signaling pathway
7618	Cre12.g508900	K04371	4072	Phospholipase D signaling pathway
7619	Cre12.g508900	K04371	4071	Sphingolipid signaling pathway
7620	Cre12.g508900	K04371	4024	cAMP signaling pathway
7621	Cre12.g508900	K04371	4022	cGMP-PKG signaling pathway
7622	Cre12.g508900	K04371	4151	PI3K-Akt signaling pathway
7623	Cre12.g508900	K04371	4150	mTOR signaling pathway
7624	Cre12.g508900	K04371	9141	Transport and catabolism
7625	Cre12.g508900	K04371	9143	Cell growth and death
7626	Cre12.g508900	K04371	4210	Apoptosis
7627	Cre12.g508900	K04371	4214	Apoptosis - fly
7628	Cre12.g508900	K04371	4218	Cellular senescence
7629	Cre12.g508900	K04371	9144	Cellular community - eukaryotes
7630	Cre12.g508900	K04371	4520	Adherens junction
7631	Cre12.g508900	K04371	4540	Gap junction
7632	Cre12.g508900	K04371	4550	Signaling pathways regulating pluripotency of stem cells
7633	Cre12.g508900	K04371	9142	Cell motility
7634	Cre12.g508900	K04371	9151	Immune system
7635	Cre12.g508900	K04371	4620	Toll-like receptor signaling pathway
7636	Cre12.g508900	K04371	4621	NOD-like receptor signaling pathway
7637	Cre12.g508900	K04371	4625	C-type lectin receptor signaling pathway
7638	Cre12.g508900	K04371	4650	Natural killer cell mediated cytotoxicity
7639	Cre12.g508900	K04371	4660	T cell receptor signaling pathway
7640	Cre12.g508900	K04371	4658	Th1 and Th2 cell differentiation
7641	Cre12.g508900	K04371	4659	Th17 cell differentiation
7642	Cre12.g508900	K04371	4657	IL-17 signaling pathway
7643	Cre12.g508900	K04371	4662	B cell receptor signaling pathway
7644	Cre12.g508900	K04371	4664	Fc epsilon RI signaling pathway
7645	Cre12.g508900	K04371	4666	Fc gamma R-mediated phagocytosis
7646	Cre12.g508900	K04371	4062	Chemokine signaling pathway
7647	Cre12.g508900	K04371	9152	Endocrine system
7648	Cre12.g508900	K04371	4912	GnRH signaling pathway
7649	Cre12.g508900	K04371	4915	Estrogen signaling pathway
7650	Cre12.g508900	K04371	4914	Progesterone-mediated oocyte maturation
7651	Cre12.g508900	K04371	4917	Prolactin signaling pathway
7652	Cre12.g508900	K04371	4921	Oxytocin signaling pathway
7653	Cre12.g508900	K04371	4926	Relaxin signaling pathway
7654	Cre12.g508900	K04371	4919	Thyroid hormone signaling pathway
7655	Cre12.g508900	K04371	4928	"Parathyroid hormone synthesis	 secretion and action"
7656	Cre12.g508900	K04371	4916	Melanogenesis
7657	Cre12.g508900	K04371	9153	Circulatory system
7658	Cre12.g508900	K04371	4270	Vascular smooth muscle contraction
7659	Cre12.g508900	K04371	9155	Excretory system
7660	Cre12.g508900	K04371	9156	Nervous system
7661	Cre12.g508900	K04371	4725	Cholinergic synapse
7662	Cre12.g508900	K04371	4726	Serotonergic synapse
7663	Cre12.g508900	K04371	4720	Long-term potentiation
7664	Cre12.g508900	K04371	4730	Long-term depression
7665	Cre12.g508900	K04371	4723	Retrograde endocannabinoid signaling
7666	Cre12.g508900	K04371	4722	Neurotrophin signaling pathway
7667	Cre12.g508900	K04371	9158	Development
7668	Cre12.g508900	K04371	4360	Axon guidance
7669	Cre12.g508900	K04371	4380	Osteoclast differentiation
7670	Cre12.g508900	K04371	9159	Environmental adaptation
7671	Cre12.g508900	K04371	9161	Cancers: Overview
7672	Cre12.g508900	K04371	5230	Central carbon metabolism in cancer
7673	Cre12.g508900	K04371	5231	Choline metabolism in cancer
7674	Cre12.g508900	K04371	5205	Proteoglycans in cancer
7675	Cre12.g508900	K04371	5203	Viral carcinogenesis
7676	Cre12.g508900	K04371	9162	Cancers: Specific types
7677	Cre12.g508900	K04371	5212	Pancreatic cancer
7678	Cre12.g508900	K04371	5225	Hepatocellular carcinoma
7679	Cre12.g508900	K04371	5226	Gastric cancer
7680	Cre12.g508900	K04371	5214	Glioma
7681	Cre12.g508900	K04371	5216	Thyroid cancer
7682	Cre12.g508900	K04371	5221	Acute myeloid leukemia
7683	Cre12.g508900	K04371	5220	Chronic myeloid leukemia
7684	Cre12.g508900	K04371	5218	Melanoma
7685	Cre12.g508900	K04371	5211	Renal cell carcinoma
7686	Cre12.g508900	K04371	5219	Bladder cancer
7687	Cre12.g508900	K04371	5215	Prostate cancer
7688	Cre12.g508900	K04371	5213	Endometrial cancer
7689	Cre12.g508900	K04371	5224	Breast cancer
7690	Cre12.g508900	K04371	5223	Non-small cell lung cancer
7691	Cre12.g508900	K04371	9164	Neurodegenerative diseases
7692	Cre12.g508900	K04371	5020	Prion diseases
7693	Cre12.g508900	K04371	9165	Substance dependence
7694	Cre12.g508900	K04371	9167	Endocrine and metabolic diseases
7695	Cre12.g508900	K04371	4933	AGE-RAGE signaling pathway in diabetic complications
7696	Cre12.g508900	K04371	4934	Cushing syndrome
7697	Cre12.g508900	K04371	9171	Infectious diseases: Bacterial
7698	Cre12.g508900	K04371	5131	Shigellosis
7699	Cre12.g508900	K04371	5133	Pertussis
7700	Cre12.g508900	K04371	5152	Tuberculosis
7701	Cre12.g508900	K04371	9172	Infectious diseases: Viral
7702	Cre12.g508900	K04371	5170	Human immunodeficiency virus 1 infection
7703	Cre12.g508900	K04371	5164	Influenza A
7704	Cre12.g508900	K04371	5161	Hepatitis B
7705	Cre12.g508900	K04371	5160	Hepatitis C
7706	Cre12.g508900	K04371	5163	Human cytomegalovirus infection
7707	Cre12.g508900	K04371	5167	Kaposi sarcoma-associated herpesvirus infection
7708	Cre12.g508900	K04371	5165	Human papillomavirus infection
7709	Cre12.g508900	K04371	9174	Infectious diseases: Parasitic
7710	Cre12.g508900	K04371	5140	Leishmaniasis
7711	Cre12.g508900	K04371	5142	Chagas disease (American trypanosomiasis)\n
7712	Cre12.g508900	K04371	9176	Drug resistance: Antineoplastic
7713	Cre12.g508900	K04371	1524	Platinum drug resistance
7714	Cre12.g508900	K04371	1522	Endocrine resistance
7715	Cre12.g508900	K04371	9181	Protein families: metabolism
7716	Cre12.g508900	K04371	9182	Protein families: genetic information processing
7717	Cre12.g508900	K04371	9183	Protein families: signaling and cellular processes
7718	Cre12.g509000	K04371	9132	Signal transduction
7719	Cre12.g509000	K04371	4015	Rap1 signaling pathway
7720	Cre12.g509000	K04371	4010	MAPK signaling pathway
7721	Cre12.g509000	K04371	4013	MAPK signaling pathway - fly
7722	Cre12.g509000	K04371	4011	MAPK signaling pathway - yeast
7723	Cre12.g509000	K04371	4012	ErbB signaling pathway
7724	Cre12.g509000	K04371	4350	TGF-beta signaling pathway
7725	Cre12.g509000	K04371	4370	VEGF signaling pathway
7726	Cre12.g509000	K04371	4371	Apelin signaling pathway
7727	Cre12.g509000	K04371	4668	TNF signaling pathway
7728	Cre12.g509000	K04371	4066	HIF-1 signaling pathway
7729	Cre12.g509000	K04371	4068	FoxO signaling pathway
7730	Cre12.g509000	K04371	4072	Phospholipase D signaling pathway
7731	Cre12.g509000	K04371	4071	Sphingolipid signaling pathway
7732	Cre12.g509000	K04371	4024	cAMP signaling pathway
7733	Cre12.g509000	K04371	4022	cGMP-PKG signaling pathway
7734	Cre12.g509000	K04371	4151	PI3K-Akt signaling pathway
7735	Cre12.g509000	K04371	4150	mTOR signaling pathway
7736	Cre12.g509000	K04371	9141	Transport and catabolism
7737	Cre12.g509000	K04371	9143	Cell growth and death
7738	Cre12.g509000	K04371	4210	Apoptosis
7739	Cre12.g509000	K04371	4214	Apoptosis - fly
7740	Cre12.g509000	K04371	4218	Cellular senescence
7741	Cre12.g509000	K04371	9144	Cellular community - eukaryotes
7742	Cre12.g509000	K04371	4520	Adherens junction
7743	Cre12.g509000	K04371	4540	Gap junction
7744	Cre12.g509000	K04371	4550	Signaling pathways regulating pluripotency of stem cells
7745	Cre12.g509000	K04371	9142	Cell motility
7746	Cre12.g509000	K04371	9151	Immune system
7747	Cre12.g509000	K04371	4620	Toll-like receptor signaling pathway
7748	Cre12.g509000	K04371	4621	NOD-like receptor signaling pathway
7749	Cre12.g509000	K04371	4625	C-type lectin receptor signaling pathway
7750	Cre12.g509000	K04371	4650	Natural killer cell mediated cytotoxicity
7751	Cre12.g509000	K04371	4660	T cell receptor signaling pathway
7752	Cre12.g509000	K04371	4658	Th1 and Th2 cell differentiation
7753	Cre12.g509000	K04371	4659	Th17 cell differentiation
7754	Cre12.g509000	K04371	4657	IL-17 signaling pathway
7755	Cre12.g509000	K04371	4662	B cell receptor signaling pathway
7756	Cre12.g509000	K04371	4664	Fc epsilon RI signaling pathway
7757	Cre12.g509000	K04371	4666	Fc gamma R-mediated phagocytosis
7758	Cre12.g509000	K04371	4062	Chemokine signaling pathway
7759	Cre12.g509000	K04371	9152	Endocrine system
7760	Cre12.g509000	K04371	4912	GnRH signaling pathway
7761	Cre12.g509000	K04371	4915	Estrogen signaling pathway
7762	Cre12.g509000	K04371	4914	Progesterone-mediated oocyte maturation
7763	Cre12.g509000	K04371	4917	Prolactin signaling pathway
7764	Cre12.g509000	K04371	4921	Oxytocin signaling pathway
7765	Cre12.g509000	K04371	4926	Relaxin signaling pathway
7766	Cre12.g509000	K04371	4919	Thyroid hormone signaling pathway
7767	Cre12.g509000	K04371	4928	"Parathyroid hormone synthesis	 secretion and action"
7768	Cre12.g509000	K04371	4916	Melanogenesis
7769	Cre12.g509000	K04371	9153	Circulatory system
7770	Cre12.g509000	K04371	4270	Vascular smooth muscle contraction
7771	Cre12.g509000	K04371	9155	Excretory system
7772	Cre12.g509000	K04371	9156	Nervous system
7773	Cre12.g509000	K04371	4725	Cholinergic synapse
7774	Cre12.g509000	K04371	4726	Serotonergic synapse
7775	Cre12.g509000	K04371	4720	Long-term potentiation
7776	Cre12.g509000	K04371	4730	Long-term depression
7777	Cre12.g509000	K04371	4723	Retrograde endocannabinoid signaling
7778	Cre12.g509000	K04371	4722	Neurotrophin signaling pathway
7779	Cre12.g509000	K04371	9158	Development
7780	Cre12.g509000	K04371	4360	Axon guidance
7781	Cre12.g509000	K04371	4380	Osteoclast differentiation
7782	Cre12.g509000	K04371	9159	Environmental adaptation
7783	Cre12.g509000	K04371	9161	Cancers: Overview
7784	Cre12.g509000	K04371	5230	Central carbon metabolism in cancer
7785	Cre12.g509000	K04371	5231	Choline metabolism in cancer
7786	Cre12.g509000	K04371	5205	Proteoglycans in cancer
7787	Cre12.g509000	K04371	5203	Viral carcinogenesis
7788	Cre12.g509000	K04371	9162	Cancers: Specific types
7789	Cre12.g509000	K04371	5212	Pancreatic cancer
7790	Cre12.g509000	K04371	5225	Hepatocellular carcinoma
7791	Cre12.g509000	K04371	5226	Gastric cancer
7792	Cre12.g509000	K04371	5214	Glioma
7793	Cre12.g509000	K04371	5216	Thyroid cancer
7794	Cre12.g509000	K04371	5221	Acute myeloid leukemia
7795	Cre12.g509000	K04371	5220	Chronic myeloid leukemia
7796	Cre12.g509000	K04371	5218	Melanoma
7797	Cre12.g509000	K04371	5211	Renal cell carcinoma
7798	Cre12.g509000	K04371	5219	Bladder cancer
7799	Cre12.g509000	K04371	5215	Prostate cancer
7800	Cre12.g509000	K04371	5213	Endometrial cancer
7801	Cre12.g509000	K04371	5224	Breast cancer
7802	Cre12.g509000	K04371	5223	Non-small cell lung cancer
7803	Cre12.g509000	K04371	9164	Neurodegenerative diseases
7804	Cre12.g509000	K04371	5020	Prion diseases
7805	Cre12.g509000	K04371	9165	Substance dependence
7806	Cre12.g509000	K04371	9167	Endocrine and metabolic diseases
7807	Cre12.g509000	K04371	4933	AGE-RAGE signaling pathway in diabetic complications
7808	Cre12.g509000	K04371	4934	Cushing syndrome
7809	Cre12.g509000	K04371	9171	Infectious diseases: Bacterial
7810	Cre12.g509000	K04371	5131	Shigellosis
7811	Cre12.g509000	K04371	5133	Pertussis
7812	Cre12.g509000	K04371	5152	Tuberculosis
7813	Cre12.g509000	K04371	9172	Infectious diseases: Viral
7814	Cre12.g509000	K04371	5170	Human immunodeficiency virus 1 infection
7815	Cre12.g509000	K04371	5164	Influenza A
7816	Cre12.g509000	K04371	5161	Hepatitis B
7817	Cre12.g509000	K04371	5160	Hepatitis C
7818	Cre12.g509000	K04371	5163	Human cytomegalovirus infection
7819	Cre12.g509000	K04371	5167	Kaposi sarcoma-associated herpesvirus infection
7820	Cre12.g509000	K04371	5165	Human papillomavirus infection
7821	Cre12.g509000	K04371	9174	Infectious diseases: Parasitic
7822	Cre12.g509000	K04371	5140	Leishmaniasis
7823	Cre12.g509000	K04371	5142	Chagas disease (American trypanosomiasis)\n
7824	Cre12.g509000	K04371	9176	Drug resistance: Antineoplastic
7825	Cre12.g509000	K04371	1524	Platinum drug resistance
7826	Cre12.g509000	K04371	1522	Endocrine resistance
7827	Cre12.g509000	K04371	9181	Protein families: metabolism
7828	Cre12.g509000	K04371	9182	Protein families: genetic information processing
7829	Cre12.g509000	K04371	9183	Protein families: signaling and cellular processes
7860	Cre12.g511050	K09519	9182	Protein families: genetic information processing
7960	Cre12.g514650	K08857	9181	Protein families: metabolism
7961	Cre12.g514650	K08857	9182	Protein families: genetic information processing
7962	Cre12.g514650	K08857	3400	DNA repair and recombination proteins
8038	Cre12.g517700	K13606	9108	Metabolism of cofactors and vitamins
8049	Cre12.g518772	K12893	9121	Transcription
8050	Cre12.g518772	K12893	9172	Infectious diseases: Viral
8051	Cre12.g518772	K12893	9182	Protein families: genetic information processing
8062	Cre12.g519500	K07300	9183	Protein families: signaling and cellular processes
8063	Cre12.g519700	K03978	9182	Protein families: genetic information processing
8100	Cre12.g522550	K10394	9132	Signal transduction
8101	Cre12.g522550	K10394	9183	Protein families: signaling and cellular processes
8170	Cre12.g525200	K14564	9122	Translation
8171	Cre12.g525200	K14564	9182	Protein families: genetic information processing
8192	Cre12.g527300	K10756	9124	Replication and repair
8193	Cre12.g527300	K10756	3420	Nucleotide excision repair
8194	Cre12.g527300	K10756	3430	Mismatch repair
8195	Cre12.g527300	K10756	9182	Protein families: genetic information processing
8196	Cre12.g527300	K10756	3036	Chromosome and associated proteins
8197	Cre12.g527300	K10756	3400	DNA repair and recombination proteins
8198	Cre12.g527450	K02183	9132	Signal transduction
8199	Cre12.g527450	K02183	4015	Rap1 signaling pathway
8200	Cre12.g527450	K02183	4016	MAPK signaling pathway - plant
8201	Cre12.g527450	K02183	4371	Apelin signaling pathway
8202	Cre12.g527450	K02183	4020	Calcium signaling pathway
8203	Cre12.g527450	K02183	4070	Phosphatidylinositol signaling system
8204	Cre12.g527450	K02183	4024	cAMP signaling pathway
8205	Cre12.g527450	K02183	4022	cGMP-PKG signaling pathway
8206	Cre12.g527450	K02183	9143	Cell growth and death
8207	Cre12.g527450	K02183	4218	Cellular senescence
8208	Cre12.g527450	K02183	9151	Immune system
8209	Cre12.g527450	K02183	9152	Endocrine system
8210	Cre12.g527450	K02183	4922	Glucagon signaling pathway
8211	Cre12.g527450	K02183	4912	GnRH signaling pathway
8212	Cre12.g527450	K02183	4915	Estrogen signaling pathway
8213	Cre12.g527450	K02183	4921	Oxytocin signaling pathway
8214	Cre12.g527450	K02183	4916	Melanogenesis
8215	Cre12.g527450	K02183	4924	Renin secretion
8216	Cre12.g527450	K02183	4925	Aldosterone synthesis and secretion
8217	Cre12.g527450	K02183	9153	Circulatory system
8218	Cre12.g527450	K02183	4270	Vascular smooth muscle contraction
8219	Cre12.g527450	K02183	9154	Digestive system
8220	Cre12.g527450	K02183	4971	Gastric acid secretion
8221	Cre12.g527450	K02183	9156	Nervous system
8222	Cre12.g527450	K02183	4720	Long-term potentiation
8223	Cre12.g527450	K02183	4722	Neurotrophin signaling pathway
8224	Cre12.g527450	K02183	9157	Sensory system
8225	Cre12.g527450	K02183	4745	Phototransduction - fly
8226	Cre12.g527450	K02183	4740	Olfactory transduction
8227	Cre12.g527450	K02183	4750	Inflammatory mediator regulation of TRP channels
8228	Cre12.g527450	K02183	9159	Environmental adaptation
8229	Cre12.g527450	K02183	4626	Plant-pathogen interaction
8230	Cre12.g527450	K02183	9161	Cancers: Overview
8231	Cre12.g527450	K02183	9162	Cancers: Specific types
8232	Cre12.g527450	K02183	9164	Neurodegenerative diseases
8233	Cre12.g527450	K02183	9165	Substance dependence
8234	Cre12.g527450	K02183	5034	Alcoholism
8235	Cre12.g527450	K02183	9166	Cardiovascular diseases
8236	Cre12.g527450	K02183	9171	Infectious diseases: Bacterial
8237	Cre12.g527450	K02183	5152	Tuberculosis
8238	Cre12.g527450	K02183	9172	Infectious diseases: Viral
8239	Cre12.g527450	K02183	5163	Human cytomegalovirus infection
8240	Cre12.g527450	K02183	5167	Kaposi sarcoma-associated herpesvirus infection
8241	Cre12.g527450	K02183	9181	Protein families: metabolism
8242	Cre12.g527450	K02183	9182	Protein families: genetic information processing
8243	Cre12.g527450	K02183	3036	Chromosome and associated proteins
8244	Cre12.g527450	K02183	9183	Protein families: signaling and cellular processes
8249	Cre12.g527800	K10412	9164	Neurodegenerative diseases
8250	Cre12.g527800	K10412	9183	Protein families: signaling and cellular processes
8277	Cre12.g529150	K17506	9181	Protein families: metabolism
8350	Cre12.g533050	K14538	9122	Translation
8351	Cre12.g533050	K14538	9182	Protein families: genetic information processing
8373	Cre12.g535750	K12251	9105	Amino acid metabolism
8387	Cre12.g536550	K10409	9164	Neurodegenerative diseases
8388	Cre12.g536550	K10409	9183	Protein families: signaling and cellular processes
8392	Cre12.g537200	K00164	9101	Carbohydrate metabolism
8393	Cre12.g537200	K00164	9105	Amino acid metabolism
8394	Cre12.g537200	K00164	380	Tryptophan metabolism
8447	Cre12.g542250	K07375	9141	Transport and catabolism
8448	Cre12.g542250	K07375	9144	Cellular community - eukaryotes
8449	Cre12.g542250	K07375	9171	Infectious diseases: Bacterial
8450	Cre12.g542250	K07375	9182	Protein families: genetic information processing
8451	Cre12.g542250	K07375	9183	Protein families: signaling and cellular processes
8452	Cre12.g542250	K07375	4147	Exosome
8453	Cre12.g542300	K15918	9101	Carbohydrate metabolism
8454	Cre12.g542300	K15918	9103	Lipid metabolism
8455	Cre12.g542300	K15918	9105	Amino acid metabolism
8517	Cre12.g546400	K10419	9182	Protein families: genetic information processing
8518	Cre12.g546400	K10419	9183	Protein families: signaling and cellular processes
8538	Cre12.g549550	K07375	9141	Transport and catabolism
8539	Cre12.g549550	K07375	9144	Cellular community - eukaryotes
8540	Cre12.g549550	K07375	9171	Infectious diseases: Bacterial
8541	Cre12.g549550	K07375	9182	Protein families: genetic information processing
8542	Cre12.g549550	K07375	9183	Protein families: signaling and cellular processes
8543	Cre12.g549550	K07375	4147	Exosome
8563	Cre12.g550700	K00601	9104	Nucleotide metabolism
8564	Cre12.g550700	K00601	9108	Metabolism of cofactors and vitamins
8596	Cre12.g553900	K04905	9183	Protein families: signaling and cellular processes
8623	Cre12.g555950	K10408	9164	Neurodegenerative diseases
8624	Cre12.g555950	K10408	9183	Protein families: signaling and cellular processes
8668	Cre12.g557600	K00939	9104	Nucleotide metabolism
8669	Cre12.g557600	K00939	9108	Metabolism of cofactors and vitamins
8670	Cre12.g557600	K00939	9183	Protein families: signaling and cellular processes
8689	Cre12.g558700	K00940	9104	Nucleotide metabolism
8690	Cre12.g558700	K00940	240	Pyrimidine metabolism
8691	Cre12.g558700	K00940	9111	Xenobiotics biodegradation and metabolism
8692	Cre12.g558700	K00940	9132	Signal transduction
8693	Cre12.g558700	K00940	9182	Protein families: genetic information processing
8727	Cre12.g560350	K08857	9181	Protein families: metabolism
8728	Cre12.g560350	K08857	9182	Protein families: genetic information processing
8729	Cre12.g560350	K08857	3400	DNA repair and recombination proteins
8738	Cre12.g561000	K03768	9182	Protein families: genetic information processing
8744	Cre13.g562300	K11275	9182	Protein families: genetic information processing
8745	Cre13.g562550	K18914	9182	Protein families: genetic information processing
