,Geneid,KO,Pathway_ko,Definition
6950,Cre11.g467745,K16570,04147,Exosome\n
6951,Cre11.g467751,K06067,09132,Signal transduction\n
6952,Cre11.g467751,K06067,09143,Cell growth and death\n
6953,Cre11.g467751,K06067,09152,Endocrine system\n
6954,Cre11.g467751,K06067,09149,Aging\n
6955,Cre11.g467751,K06067,09161,Cancers: Overview\n
6956,Cre11.g467751,K06067,05202,Transcriptional misregulation in cancer\n
6957,Cre11.g467751,K06067,05203,Viral carcinogenesis\n
6958,Cre11.g467751,K06067,09162,Cancers: Specific types\n
6959,Cre11.g467751,K06067,09164,Neurodegenerative diseases\n
6960,Cre11.g467751,K06067,09165,Substance dependence\n
6961,Cre11.g467751,K06067,09172,Infectious diseases: Viral\n
6962,Cre11.g467751,K06067,05165,Human papillomavirus infection\n
6963,Cre11.g467751,K06067,09182,Protein families: genetic information processing\n
6964,Cre11.g467753,K00510,09108,Metabolism of cofactors and vitamins\n
6965,Cre11.g467753,K00510,09132,Signal transduction\n
6966,Cre11.g467753,K00510,09143,Cell growth and death\n
6967,Cre11.g467753,K00510,09154,Digestive system\n
6968,Cre11.g467753,K00510,09161,Cancers: Overview\n
6969,Cre11.g467753,K00510,05206,MicroRNAs in cancer\n
6970,Cre11.g467753,K00510,09162,Cancers: Specific types\n
6971,Cre11.g467753,K00510,09166,Cardiovascular diseases\n
6972,Cre11.g467758,K13335,09141,Transport and catabolism\n
6973,Cre11.g467766,K14415,09182,Protein families: genetic information processing\n
6974,Cre11.g467767,K11352,09102,Energy metabolism\n
6975,Cre11.g467767,K11352,09156,Nervous system\n
6976,Cre11.g467767,K11352,09159,Environmental adaptation\n
6977,Cre11.g467767,K11352,09164,Neurodegenerative diseases\n
6978,Cre11.g467767,K11352,05012,Parkinson disease\n
6979,Cre11.g467767,K11352,05016,Huntington disease\n
6980,Cre11.g467767,K11352,09167,Endocrine and metabolic diseases\n
6981,Cre11.g467768,K10277,09182,Protein families: genetic information processing\n
6982,Cre11.g467770,K00927,09101,Carbohydrate metabolism\n
6983,Cre11.g467770,K00927,09102,Energy metabolism\n
6984,Cre11.g467770,K00927,09183,Protein families: signaling and cellular processes\n
6985,Cre11.g467778,K00761,09104,Nucleotide metabolism\n
6986,Cre11.g467779,K12373,09101,Carbohydrate metabolism\n
6987,Cre11.g467779,K12373,09107,Glycan biosynthesis and metabolism\n
6988,Cre11.g467779,K12373,00531,Glycosaminoglycan degradation\n
6989,Cre11.g467779,K12373,00603,Glycosphingolipid biosynthesis - globo and isoglobo series\n
6990,Cre11.g467779,K12373,00604,Glycosphingolipid biosynthesis - ganglio series\n
6991,Cre11.g467779,K12373,00511,Other glycan degradation\n
6992,Cre11.g467779,K12373,09141,Transport and catabolism\n
6993,Cre11.g467779,K12373,09182,Protein families: genetic information processing\n
6994,Cre11.g467781,K06185,09182,Protein families: genetic information processing\n
6995,Cre11.g467795,K05853,09132,Signal transduction\n
6996,Cre11.g467795,K05853,04022,cGMP-PKG signaling pathway\n
6997,Cre11.g467795,K05853,09154,Digestive system\n
6998,Cre11.g467795,K05853,09164,Neurodegenerative diseases\n
6999,Cre11.g467850,K13511,09103,Lipid metabolism\n
7000,Cre11.g467850,K13511,09181,Protein families: metabolism\n
7001,Cre11.g468050,K03969,09192,Unclassified: genetic information processing\n
7002,Cre11.g468300,K07953,09123,"Folding, sorting and degradation\n"
7003,Cre11.g468300,K07953,09171,Infectious diseases: Bacterial\n
7004,Cre11.g468300,K07953,09182,Protein families: genetic information processing\n
7005,Cre11.g468300,K07953,09183,Protein families: signaling and cellular processes\n
7006,Cre11.g468350,K00486,09105,Amino acid metabolism\n
7007,Cre11.g468356,K09291,09122,Translation\n
7008,Cre11.g468356,K09291,09161,Cancers: Overview\n
7009,Cre11.g468356,K09291,09162,Cancers: Specific types\n
7010,Cre11.g468356,K09291,09182,Protein families: genetic information processing\n
7011,Cre11.g468377,K12602,09123,"Folding, sorting and degradation\n"
7012,Cre11.g468377,K12602,09182,Protein families: genetic information processing\n
7013,Cre11.g468450,K16465,09182,Protein families: genetic information processing\n
7014,Cre11.g468550,K02152,09102,Energy metabolism\n
7015,Cre11.g468550,K02152,09132,Signal transduction\n
7016,Cre11.g468550,K02152,09141,Transport and catabolism\n
7017,Cre11.g468550,K02152,09155,Excretory system\n
7018,Cre11.g468550,K02152,09156,Nervous system\n
7019,Cre11.g468550,K02152,09163,Immune diseases\n
7020,Cre11.g468550,K02152,09171,Infectious diseases: Bacterial\n
7021,Cre11.g468550,K02152,05120,Epithelial cell signaling in Helicobacter pylori infection\n
7022,Cre11.g468550,K02152,09172,Infectious diseases: Viral\n
7023,Cre11.g468700,K18010,09108,Metabolism of cofactors and vitamins\n
7024,Cre11.g468950,K00419,09102,Energy metabolism\n
7025,Cre11.g468950,K00419,09153,Circulatory system\n
7026,Cre11.g468950,K00419,09159,Environmental adaptation\n
7027,Cre11.g468950,K00419,09164,Neurodegenerative diseases\n
7028,Cre11.g468950,K00419,05012,Parkinson disease\n
7029,Cre11.g468950,K00419,05016,Huntington disease\n
7030,Cre11.g468950,K00419,09167,Endocrine and metabolic diseases\n
7031,Cre11.g474800,K00819,09105,Amino acid metabolism\n
7032,Cre11.g474800,K00819,09181,Protein families: metabolism\n
7033,Cre11.g475050,K17973,09182,Protein families: genetic information processing\n
7034,Cre11.g475400,K11864,09124,Replication and repair\n
7035,Cre11.g475400,K11864,09151,Immune system\n
7036,Cre11.g475400,K11864,09181,Protein families: metabolism\n
7037,Cre11.g475400,K11864,09182,Protein families: genetic information processing\n
7038,Cre11.g475400,K11864,03036,Chromosome and associated proteins\n
7039,Cre11.g475400,K11864,03400,DNA repair and recombination proteins\n
7040,Cre11.g475450,K11863,09123,"Folding, sorting and degradation\n"
7041,Cre11.g475450,K11863,09181,Protein families: metabolism\n
7042,Cre11.g475450,K11863,09182,Protein families: genetic information processing\n
7043,Cre11.g475900,K12603,09123,"Folding, sorting and degradation\n"
7044,Cre11.g475900,K12603,09182,Protein families: genetic information processing\n
7045,Cre11.g476050,K10408,09164,Neurodegenerative diseases\n
7046,Cre11.g476050,K10408,09183,Protein families: signaling and cellular processes\n
7047,Cre11.g476400,K01247,09124,Replication and repair\n
7048,Cre11.g476400,K01247,09182,Protein families: genetic information processing\n
7049,Cre11.g476750,K02641,09102,Energy metabolism\n
7050,Cre11.g476750,K02641,09181,Protein families: metabolism\n
7051,Cre11.g476800,K02876,09122,Translation\n
7052,Cre11.g476800,K02876,09182,Protein families: genetic information processing\n
7053,Cre11.g477300,K03456,09122,Translation\n
7054,Cre11.g477300,K03456,09132,Signal transduction\n
7055,Cre11.g477300,K03456,04390,Hippo signaling pathway\n
7056,Cre11.g477300,K03456,04391,Hippo signaling pathway - fly\n
7057,Cre11.g477300,K03456,04071,Sphingolipid signaling pathway\n
7058,Cre11.g477300,K03456,04151,PI3K-Akt signaling pathway\n
7059,Cre11.g477300,K03456,04152,AMPK signaling pathway\n
7060,Cre11.g477300,K03456,09143,Cell growth and death\n
7061,Cre11.g477300,K03456,04113,Meiosis - yeast\n
7062,Cre11.g477300,K03456,04114,Oocyte meiosis\n
7063,Cre11.g477300,K03456,09144,Cellular community - eukaryotes\n
7064,Cre11.g477300,K03456,09153,Circulatory system\n
7065,Cre11.g477300,K03456,09156,Nervous system\n
7066,Cre11.g477300,K03456,04730,Long-term depression\n
7067,Cre11.g477300,K03456,09172,Infectious diseases: Viral\n
7068,Cre11.g477300,K03456,05165,Human papillomavirus infection\n
7069,Cre11.g477300,K03456,09174,Infectious diseases: Parasitic\n
7070,Cre11.g477300,K03456,09181,Protein families: metabolism\n
7071,Cre11.g477300,K03456,09182,Protein families: genetic information processing\n
7072,Cre11.g477625,K03403,09108,Metabolism of cofactors and vitamins\n
7073,Cre11.g477850,K15979,09161,Cancers: Overview\n
7074,Cre11.g478128,K06158,09182,Protein families: genetic information processing\n
7075,Cre11.g478156,K12392,09141,Transport and catabolism\n
7076,Cre11.g478156,K12392,09172,Infectious diseases: Viral\n
7077,Cre11.g478156,K12392,09182,Protein families: genetic information processing\n
7078,Cre11.g478184,K01192,09107,Glycan biosynthesis and metabolism\n
7079,Cre11.g478184,K01192,09141,Transport and catabolism\n
7080,Cre11.g478240,K12178,09182,Protein families: genetic information processing\n
7081,Cre11.g478700,K09569,09182,Protein families: genetic information processing\n
7082,Cre11.g478750,K09569,09182,Protein families: genetic information processing\n
7083,Cre11.g478950,K14567,09122,Translation\n
7084,Cre11.g478950,K14567,09182,Protein families: genetic information processing\n
7085,Cre11.g478966,K14567,09122,Translation\n
7086,Cre11.g478966,K14567,09182,Protein families: genetic information processing\n
7087,Cre11.g479050,K09569,09182,Protein families: genetic information processing\n
7088,Cre11.g479250,K14319,09122,Translation\n
7089,Cre11.g479250,K14319,09182,Protein families: genetic information processing\n
7090,Cre11.g479300,K15083,09182,Protein families: genetic information processing\n
7091,Cre11.g479500,K02926,09122,Translation\n
7092,Cre11.g479500,K02926,09182,Protein families: genetic information processing\n
7093,Cre11.g479600,K05849,09132,Signal transduction\n
7094,Cre11.g479600,K05849,04020,Calcium signaling pathway\n
7095,Cre11.g479600,K05849,04022,cGMP-PKG signaling pathway\n
7096,Cre11.g479600,K05849,09154,Digestive system\n
7097,Cre11.g479600,K05849,09157,Sensory system\n
7098,Cre11.g479600,K05849,09183,Protein families: signaling and cellular processes\n
7099,Cre11.g479600,K05849,00536,Glycosaminoglycan binding proteins\n
7100,Cre11.g479650,K09561,09123,"Folding, sorting and degradation\n"
7101,Cre11.g479650,K09561,04120,Ubiquitin mediated proteolysis\n
7102,Cre11.g479650,K09561,09182,Protein families: genetic information processing\n
7103,Cre11.g479650,K09561,04131,Membrane trafficking\n
7104,Cre11.g479650,K09561,04121,Ubiquitin system\n
7105,Cre11.g479750,K03106,09123,"Folding, sorting and degradation\n"
7106,Cre11.g479750,K03106,09131,Membrane transport\n
7107,Cre11.g479750,K03106,09145,Cellular community - prokaryotes\n
7108,Cre11.g479750,K03106,09183,Protein families: signaling and cellular processes\n
7109,Cre11.g479850,K12735,09182,Protein families: genetic information processing\n
7110,Cre11.g479850,K12735,03110,Chaperones and folding catalysts\n
7111,Cre11.g480060,K18327,09182,Protein families: genetic information processing\n
7112,Cre11.g480150,K02955,09122,Translation\n
7113,Cre11.g480150,K02955,09182,Protein families: genetic information processing\n
7114,Cre11.g480750,K08657,09181,Protein families: metabolism\n
7115,Cre11.g480800,K14773,09182,Protein families: genetic information processing\n
7116,Cre11.g481000,K14498,09132,Signal transduction\n
7117,Cre11.g481000,K14498,04075,Plant hormone signal transduction\n
7118,Cre11.g481000,K14498,09181,Protein families: metabolism\n
7119,Cre11.g481126,K00326,09101,Carbohydrate metabolism\n
7120,Cre11.g481400,K08864,09181,Protein families: metabolism\n
7121,Cre11.g481450,K02109,09102,Energy metabolism\n
7122,Cre11.g481450,K02109,00195,Photosynthesis\n
7123,Cre11.g481450,K02109,09181,Protein families: metabolism\n
7124,Cre11.g481500,K01663,09105,Amino acid metabolism\n
7125,Cre11.g481550,K03136,09121,Transcription\n
7126,Cre11.g481550,K03136,09161,Cancers: Overview\n
7127,Cre11.g481550,K03136,09182,Protein families: genetic information processing\n
7128,Cre11.g481900,K15559,09182,Protein families: genetic information processing\n
7129,Cre11.g482001,K13118,09182,Protein families: genetic information processing\n
7130,Cre11.g482483,K12599,09123,"Folding, sorting and degradation\n"
7131,Cre11.g482483,K12599,09182,Protein families: genetic information processing\n
7132,Cre11.g482841,K11145,09182,Protein families: genetic information processing\n
7133,Cre11.g482850,K16812,09182,Protein families: genetic information processing\n
7134,Cre11.g482900,K07910,09182,Protein families: genetic information processing\n
7135,Cre11.g482900,K07910,09183,Protein families: signaling and cellular processes\n
7136,Cre12.g483550,K01369,09141,Transport and catabolism\n
7137,Cre12.g483550,K01369,09151,Immune system\n
7138,Cre12.g483550,K01369,09181,Protein families: metabolism\n
7139,Cre12.g483950,K00026,09101,Carbohydrate metabolism\n
7140,Cre12.g483950,K00026,00620,Pyruvate metabolism\n
7141,Cre12.g483950,K00026,00630,Glyoxylate and dicarboxylate metabolism\n
7142,Cre12.g483950,K00026,09102,Energy metabolism\n
7143,Cre12.g483950,K00026,09105,Amino acid metabolism\n
7144,Cre12.g484000,K01963,09101,Carbohydrate metabolism\n
7145,Cre12.g484000,K01963,00640,Propanoate metabolism\n
7146,Cre12.g484000,K01963,09102,Energy metabolism\n
7147,Cre12.g484000,K01963,09103,Lipid metabolism\n
7148,Cre12.g484050,K02920,09122,Translation\n
7149,Cre12.g484050,K02920,09182,Protein families: genetic information processing\n
7150,Cre12.g484100,K03020,09121,Transcription\n
7151,Cre12.g484100,K03020,09151,Immune system\n
7152,Cre12.g484100,K03020,09182,Protein families: genetic information processing\n
7153,Cre12.g484150,K15501,09181,Protein families: metabolism\n
7154,Cre12.g484150,K15501,09182,Protein families: genetic information processing\n
7155,Cre12.g484200,K13789,09109,Metabolism of terpenoids and polyketides\n
7156,Cre12.g484200,K13789,09181,Protein families: metabolism\n
7157,Cre12.g484250,K10408,09164,Neurodegenerative diseases\n
7158,Cre12.g484250,K10408,09183,Protein families: signaling and cellular processes\n
7159,Cre12.g484350,K07200,09132,Signal transduction\n
7160,Cre12.g484350,K07200,04068,FoxO signaling pathway\n
7161,Cre12.g484350,K07200,04152,AMPK signaling pathway\n
7162,Cre12.g484350,K07200,09144,Cellular community - eukaryotes\n
7163,Cre12.g484350,K07200,09152,Endocrine system\n
7164,Cre12.g484350,K07200,04922,Glucagon signaling pathway\n
7165,Cre12.g484350,K07200,04920,Adipocytokine signaling pathway\n
7166,Cre12.g484350,K07200,04921,Oxytocin signaling pathway\n
7167,Cre12.g484350,K07200,09149,Aging\n
7168,Cre12.g484350,K07200,04213,Longevity regulating pathway - multiple species\n
7169,Cre12.g484350,K07200,09159,Environmental adaptation\n
7170,Cre12.g484350,K07200,04714,Thermogenesis\n
7171,Cre12.g484350,K07200,09166,Cardiovascular diseases\n
7172,Cre12.g484350,K07200,09167,Endocrine and metabolic diseases\n
7173,Cre12.g484350,K07200,04931,Insulin resistance\n
7174,Cre12.g484600,K15336,09182,Protein families: genetic information processing\n
7175,Cre12.g485150,K00134,09101,Carbohydrate metabolism\n
7176,Cre12.g485150,K00134,09102,Energy metabolism\n
7177,Cre12.g485150,K00134,09132,Signal transduction\n
7178,Cre12.g485150,K00134,09164,Neurodegenerative diseases\n
7179,Cre12.g485150,K00134,09182,Protein families: genetic information processing\n
7180,Cre12.g485150,K00134,09183,Protein families: signaling and cellular processes\n
7181,Cre12.g485550,K01640,09101,Carbohydrate metabolism\n
7182,Cre12.g485550,K01640,09103,Lipid metabolism\n
7183,Cre12.g485550,K01640,09105,Amino acid metabolism\n
7184,Cre12.g485550,K01640,09109,Metabolism of terpenoids and polyketides\n
7185,Cre12.g485550,K01640,09141,Transport and catabolism\n
7186,Cre12.g485800,K03798,09181,Protein families: metabolism\n
7187,Cre12.g485800,K03798,09182,Protein families: genetic information processing\n
7188,Cre12.g486100,K01358,09143,Cell growth and death\n
7189,Cre12.g486100,K01358,09149,Aging\n
7190,Cre12.g486100,K01358,09181,Protein families: metabolism\n
7191,Cre12.g486209,K09533,09182,Protein families: genetic information processing\n
7192,Cre12.g486209,K09533,03110,Chaperones and folding catalysts\n
7193,Cre12.g486250,K07937,09132,Signal transduction\n
7194,Cre12.g486250,K07937,09141,Transport and catabolism\n
7195,Cre12.g486250,K07937,09171,Infectious diseases: Bacterial\n
7196,Cre12.g486250,K07937,05134,Legionellosis\n
7197,Cre12.g486250,K07937,09182,Protein families: genetic information processing\n
7198,Cre12.g486250,K07937,09183,Protein families: signaling and cellular processes\n
7199,Cre12.g486250,K07937,04031,GTP-binding proteins\n
7200,Cre12.g486300,K02699,09102,Energy metabolism\n
7201,Cre12.g486300,K02699,09181,Protein families: metabolism\n
7202,Cre12.g486350,K07359,09132,Signal transduction\n
7203,Cre12.g486350,K07359,09141,Transport and catabolism\n
7204,Cre12.g486350,K07359,09152,Endocrine system\n
7205,Cre12.g486350,K07359,04921,Oxytocin signaling pathway\n
7206,Cre12.g486350,K07359,09149,Aging\n
7207,Cre12.g486350,K07359,09165,Substance dependence\n
7208,Cre12.g486350,K07359,09181,Protein families: metabolism\n
7209,Cre12.g486900,K05542,09182,Protein families: genetic information processing\n
7210,Cre12.g487100,K01874,09106,Metabolism of other amino acids\n
7211,Cre12.g487100,K01874,09122,Translation\n
7212,Cre12.g487100,K01874,09181,Protein families: metabolism\n
7213,Cre12.g487100,K01874,09182,Protein families: genetic information processing\n
7214,Cre12.g487350,K16801,09182,Protein families: genetic information processing\n
7215,Cre12.g487600,K14402,09122,Translation\n
7216,Cre12.g487600,K14402,09182,Protein families: genetic information processing\n
7217,Cre12.g487850,K07977,09183,Protein families: signaling and cellular processes\n
7218,Cre12.g488000,K01193,09101,Carbohydrate metabolism\n
7219,Cre12.g488000,K01193,00500,Starch and sucrose metabolism\n
7220,Cre12.g488100,K14328,09122,Translation\n
7221,Cre12.g488100,K14328,03015,mRNA surveillance pathway\n
7222,Cre12.g488100,K14328,09182,Protein families: genetic information processing\n
7223,Cre12.g488250,K17822,09182,Protein families: genetic information processing\n
7224,Cre12.g488350,K00464,09191,Unclassified: metabolism\n
7225,Cre12.g488850,K11824,09141,Transport and catabolism\n
7226,Cre12.g488850,K11824,09155,Excretory system\n
7227,Cre12.g488850,K11824,09156,Nervous system\n
7228,Cre12.g488850,K11824,09164,Neurodegenerative diseases\n
7229,Cre12.g488850,K11824,09182,Protein families: genetic information processing\n
7230,Cre12.g488850,K11824,09183,Protein families: signaling and cellular processes\n
7231,Cre12.g489050,K00981,09103,Lipid metabolism\n
7232,Cre12.g489050,K00981,09132,Signal transduction\n
7233,Cre12.g489153,K02910,09122,Translation\n
7234,Cre12.g489153,K02910,09182,Protein families: genetic information processing\n
7235,Cre12.g489200,K13696,09194,Poorly characterized\n
7236,Cre12.g489400,K14640,09183,Protein families: signaling and cellular processes\n
7237,Cre12.g489700,K00611,09105,Amino acid metabolism\n
7238,Cre12.g490000,K03237,09122,Translation\n
7239,Cre12.g490000,K03237,09123,"Folding, sorting and degradation\n"
7240,Cre12.g490000,K03237,09141,Transport and catabolism\n
7241,Cre12.g490000,K03237,04138,Autophagy - yeast\n
7242,Cre12.g490000,K03237,09143,Cell growth and death\n
7243,Cre12.g490000,K03237,09167,Endocrine and metabolic diseases\n
7244,Cre12.g490000,K03237,09172,Infectious diseases: Viral\n
7245,Cre12.g490000,K03237,05164,Influenza A\n
7246,Cre12.g490000,K03237,05160,Hepatitis C\n
7247,Cre12.g490000,K03237,05168,Herpes simplex infection\n
7248,Cre12.g490000,K03237,09182,Protein families: genetic information processing\n
7249,Cre12.g490050,K15356,09183,Protein families: signaling and cellular processes\n
7250,Cre12.g490100,K15356,09183,Protein families: signaling and cellular processes\n
7251,Cre12.g490150,K03654,09123,"Folding, sorting and degradation\n"
7252,Cre12.g490150,K03654,09182,Protein families: genetic information processing\n
7253,Cre12.g490300,K04564,09132,Signal transduction\n
7254,Cre12.g490300,K04564,04068,FoxO signaling pathway\n
7255,Cre12.g490300,K04564,09141,Transport and catabolism\n
7256,Cre12.g490300,K04564,09149,Aging\n
7257,Cre12.g490300,K04564,04212,Longevity regulating pathway - worm\n
7258,Cre12.g490300,K04564,04213,Longevity regulating pathway - multiple species\n
7259,Cre12.g490300,K04564,09164,Neurodegenerative diseases\n
7260,Cre12.g490350,K03526,09109,Metabolism of terpenoids and polyketides\n
7261,Cre12.g491050,K10808,09104,Nucleotide metabolism\n
7262,Cre12.g491050,K10808,00240,Pyrimidine metabolism\n
7263,Cre12.g491050,K10808,09106,Metabolism of other amino acids\n
7264,Cre12.g491050,K10808,09111,Xenobiotics biodegradation and metabolism\n
7265,Cre12.g491050,K10808,09143,Cell growth and death\n
7266,Cre12.g491050,K10808,09182,Protein families: genetic information processing\n
7267,Cre12.g491400,K02977,09122,Translation\n
7268,Cre12.g491400,K02977,09182,Protein families: genetic information processing\n
7269,Cre12.g491400,K02977,09183,Protein families: signaling and cellular processes\n
7270,Cre12.g491500,K10686,09123,"Folding, sorting and degradation\n"
7271,Cre12.g491500,K10686,09182,Protein families: genetic information processing\n
7272,Cre12.g492250,K00784,09122,Translation\n
7273,Cre12.g492250,K00784,09182,Protein families: genetic information processing\n
7274,Cre12.g492300,K03940,09102,Energy metabolism\n
7275,Cre12.g492300,K03940,09156,Nervous system\n
7276,Cre12.g492300,K03940,09159,Environmental adaptation\n
7277,Cre12.g492300,K03940,09164,Neurodegenerative diseases\n
7278,Cre12.g492300,K03940,05012,Parkinson disease\n
7279,Cre12.g492300,K03940,05016,Huntington disease\n
7280,Cre12.g492300,K03940,09167,Endocrine and metabolic diseases\n
7281,Cre12.g492851,K19355,09101,Carbohydrate metabolism\n
7282,Cre12.g492950,K10807,09104,Nucleotide metabolism\n
7283,Cre12.g492950,K10807,00240,Pyrimidine metabolism\n
7284,Cre12.g492950,K10807,09106,Metabolism of other amino acids\n
7285,Cre12.g492950,K10807,09111,Xenobiotics biodegradation and metabolism\n
7286,Cre12.g492950,K10807,09182,Protein families: genetic information processing\n
7287,Cre12.g493250,K07376,09132,Signal transduction\n
7288,Cre12.g493250,K07376,09144,Cellular community - eukaryotes\n
7289,Cre12.g493250,K07376,09151,Immune system\n
7290,Cre12.g493250,K07376,09152,Endocrine system\n
7291,Cre12.g493250,K07376,09153,Circulatory system\n
7292,Cre12.g493250,K07376,09154,Digestive system\n
7293,Cre12.g493250,K07376,09156,Nervous system\n
7294,Cre12.g493250,K07376,09157,Sensory system\n
7295,Cre12.g493250,K07376,09159,Environmental adaptation\n
7296,Cre12.g493250,K07376,04714,Thermogenesis\n
7297,Cre12.g493250,K07376,09181,Protein families: metabolism\n
7298,Cre12.g493400,K06675,09143,Cell growth and death\n
7299,Cre12.g493400,K06675,09182,Protein families: genetic information processing\n
7300,Cre12.g493950,K02952,09122,Translation\n
7301,Cre12.g493950,K02952,09182,Protein families: genetic information processing\n
7302,Cre12.g494050,K02940,09122,Translation\n
7303,Cre12.g494050,K02940,09182,Protein families: genetic information processing\n
7304,Cre12.g494100,K12828,09121,Transcription\n
7305,Cre12.g494100,K12828,09182,Protein families: genetic information processing\n
7306,Cre12.g494100,K12828,03036,Chromosome and associated proteins\n
7307,Cre12.g494350,K17086,09183,Protein families: signaling and cellular processes\n
7308,Cre12.g494450,K02959,09122,Translation\n
7309,Cre12.g494450,K02959,09182,Protein families: genetic information processing\n
7310,Cre12.g494450,K02959,03029,Mitochondrial biogenesis\n
7311,Cre12.g494500,K08817,09181,Protein families: metabolism\n
7312,Cre12.g494550,K14947,09182,Protein families: genetic information processing\n
7313,Cre12.g494750,K02968,09122,Translation\n
7314,Cre12.g494750,K02968,09182,Protein families: genetic information processing\n
7315,Cre12.g494800,K10410,09164,Neurodegenerative diseases\n
7316,Cre12.g494800,K10410,09183,Protein families: signaling and cellular processes\n
7317,Cre12.g494850,K00939,09104,Nucleotide metabolism\n
7318,Cre12.g494850,K00939,09108,Metabolism of cofactors and vitamins\n
7319,Cre12.g494850,K00939,09183,Protein families: signaling and cellular processes\n
7320,Cre12.g494900,K15423,09152,Endocrine system\n
7321,Cre12.g494900,K15423,09181,Protein families: metabolism\n
7322,Cre12.g494900,K15423,09182,Protein families: genetic information processing\n
7323,Cre12.g495300,K01814,09105,Amino acid metabolism\n
7324,Cre12.g495350,K19332,09182,Protein families: genetic information processing\n
7325,Cre12.g495951,K03768,09182,Protein families: genetic information processing\n
7326,Cre12.g496200,K14288,09122,Translation\n
7327,Cre12.g496200,K14288,09182,Protein families: genetic information processing\n
7328,Cre12.g496450,K03679,09123,"Folding, sorting and degradation\n"
7329,Cre12.g496450,K03679,09182,Protein families: genetic information processing\n
7330,Cre12.g496750,K03941,09102,Energy metabolism\n
7331,Cre12.g496750,K03941,09156,Nervous system\n
7332,Cre12.g496750,K03941,09159,Environmental adaptation\n
7333,Cre12.g496750,K03941,09164,Neurodegenerative diseases\n
7334,Cre12.g496750,K03941,05012,Parkinson disease\n
7335,Cre12.g496750,K03941,05016,Huntington disease\n
7336,Cre12.g496750,K03941,09167,Endocrine and metabolic diseases\n
7337,Cre12.g496800,K09008,09159,Environmental adaptation\n
7338,Cre12.g496800,K09008,09182,Protein families: genetic information processing\n
7339,Cre12.g496950,K15428,09106,Metabolism of other amino acids\n
7340,Cre12.g496950,K15428,09181,Protein families: metabolism\n
7341,Cre12.g497000,K15426,09181,Protein families: metabolism\n
7342,Cre12.g497000,K15426,09182,Protein families: genetic information processing\n
7343,Cre12.g497750,K01087,09101,Carbohydrate metabolism\n
7344,Cre12.g498050,K14403,09122,Translation\n
7345,Cre12.g498050,K14403,09182,Protein families: genetic information processing\n
7346,Cre12.g498050,K14403,03019,Messenger RNA biogenesis\n
7347,Cre12.g498100,K03250,09122,Translation\n
7348,Cre12.g498100,K03250,09172,Infectious diseases: Viral\n
7349,Cre12.g498100,K03250,09182,Protein families: genetic information processing\n
7350,Cre12.g498100,K03250,03051,Proteasome\n
7351,Cre12.g498100,K03250,09183,Protein families: signaling and cellular processes\n
7352,Cre12.g498250,K02962,09122,Translation\n
7353,Cre12.g498250,K02962,09182,Protein families: genetic information processing\n
7354,Cre12.g498350,K13168,09182,Protein families: genetic information processing\n
7355,Cre12.g498450,K11493,09182,Protein families: genetic information processing\n
7356,Cre12.g498450,K11493,03036,Chromosome and associated proteins\n
7357,Cre12.g498550,K03428,09108,Metabolism of cofactors and vitamins\n
7358,Cre12.g498600,K03231,09122,Translation\n
7359,Cre12.g498600,K03231,09171,Infectious diseases: Bacterial\n
7360,Cre12.g498600,K03231,09182,Protein families: genetic information processing\n
7361,Cre12.g498600,K03231,03016,Transfer RNA biogenesis\n
7362,Cre12.g498600,K03231,03012,Translation factors\n
7363,Cre12.g498600,K03231,04131,Membrane trafficking\n
7364,Cre12.g498600,K03231,09183,Protein families: signaling and cellular processes\n
7365,Cre12.g498750,K14452,09103,Lipid metabolism\n
7366,Cre12.g498750,K14452,09154,Digestive system\n
7367,Cre12.g498850,K08568,09141,Transport and catabolism\n
7368,Cre12.g498850,K08568,09143,Cell growth and death\n
7369,Cre12.g498850,K08568,09181,Protein families: metabolism\n
7370,Cre12.g498900,K02993,09122,Translation\n
7371,Cre12.g498900,K02993,09182,Protein families: genetic information processing\n
7372,Cre12.g499250,K13293,09104,Nucleotide metabolism\n
7373,Cre12.g499250,K13293,09132,Signal transduction\n
7374,Cre12.g499250,K13293,09152,Endocrine system\n
7375,Cre12.g499250,K13293,09165,Substance dependence\n
7376,Cre12.g499300,K13293,09104,Nucleotide metabolism\n
7377,Cre12.g499300,K13293,09132,Signal transduction\n
7378,Cre12.g499300,K13293,09152,Endocrine system\n
7379,Cre12.g499300,K13293,09165,Substance dependence\n
7380,Cre12.g499400,K12733,09121,Transcription\n
7381,Cre12.g499400,K12733,09182,Protein families: genetic information processing\n
7382,Cre12.g499400,K12733,03110,Chaperones and folding catalysts\n
7383,Cre12.g499500,K14498,09132,Signal transduction\n
7384,Cre12.g499500,K14498,04075,Plant hormone signal transduction\n
7385,Cre12.g499500,K14498,09181,Protein families: metabolism\n
7386,Cre12.g499700,K03327,09183,Protein families: signaling and cellular processes\n
7387,Cre12.g499850,K08857,09181,Protein families: metabolism\n
7388,Cre12.g499850,K08857,09182,Protein families: genetic information processing\n
7389,Cre12.g499850,K08857,03400,DNA repair and recombination proteins\n
7390,Cre12.g499900,K18467,09141,Transport and catabolism\n
7391,Cre12.g499900,K18467,09182,Protein families: genetic information processing\n
7392,Cre12.g500150,K00128,09101,Carbohydrate metabolism\n
7393,Cre12.g500150,K00128,00053,Ascorbate and aldarate metabolism\n
