	Unnamed: 0	KO	Pathway_ko	Definition	Geneid
4984	4984	K13667	9107	Glycan biosynthesis and metabolism	
4985	4985	K13667	9181	Protein families: metabolism	
4986	4986	K00058	9102	Energy metabolism	
4987	4987	K00058	9105	Amino acid metabolism	
4988	4988	K00058	9183	Protein families: signaling and cellular processes	
4989	4989	K00058	9102	Energy metabolism	
4990	4990	K00058	9105	Amino acid metabolism	
4991	4991	K00058	9183	Protein families: signaling and cellular processes	
4992	4992	K12613	9123	Folding, sorting and degradation	
4993	4993	K12613	9182	Protein families: genetic information processing	
4994	4994	K08911	9102	Energy metabolism	
4995	4995	K08911	9181	Protein families: metabolism	
4996	4996	K00972	9101	Carbohydrate metabolism	
4997	4997	K18588	9191	Unclassified: metabolism	
4998	4998	K04035	9108	Metabolism of cofactors and vitamins	
4999	4999	K05302	9182	Protein families: genetic information processing	
5000	5000	K01792	9101	Carbohydrate metabolism	
5001	5001	K11135	9182	Protein families: genetic information processing	
5002	5002	K11135	3032	DNA replication proteins	
5003	5003	K11135	9182	Protein families: genetic information processing	
5004	5004	K11135	3032	DNA replication proteins	
5005	5005	K14840	9172	Infectious diseases: Viral	
5006	5006	K14840	9182	Protein families: genetic information processing	
5007	5007	K13412	9159	Environmental adaptation	
5008	5008	K13412	9174	Infectious diseases: Parasitic	
5009	5009	K13412	9181	Protein families: metabolism	
5010	5010	K02046	9102	Energy metabolism	
5011	5011	K02046	9131	Membrane transport	
5012	5012	K02046	9183	Protein families: signaling and cellular processes	
5013	5013	K07052	9194	Poorly characterized	
5014	5014	K09537	9182	Protein families: genetic information processing	
5015	5015	K12813	9121	Transcription	
5016	5016	K12813	9182	Protein families: genetic information processing	
5017	5017	K03131	9121	Transcription	
5018	5018	K03131	9172	Infectious diseases: Viral	
5019	5019	K03131	9182	Protein families: genetic information processing	
5020	5020	K03131	3036	Chromosome and associated proteins	
5021	5021	K01873	9122	Translation	
5022	5022	K01873	9181	Protein families: metabolism	
5023	5023	K01873	9182	Protein families: genetic information processing	
5024	5024	K17893	9191	Unclassified: metabolism	
5025	5025	K12821	9121	Transcription	
5026	5026	K12821	9182	Protein families: genetic information processing	
5027	5027	K12183	9141	Transport and catabolism	
5028	5028	K12183	9182	Protein families: genetic information processing	
5029	5029	K12183	9183	Protein families: signaling and cellular processes	
5030	5030	K08857	9181	Protein families: metabolism	
5031	5031	K08857	9182	Protein families: genetic information processing	
5032	5032	K08857	3400	DNA repair and recombination proteins	
5033	5033	K15078	9124	Replication and repair	
5034	5034	K15078	9182	Protein families: genetic information processing	
5035	5035	K14823	9182	Protein families: genetic information processing	
5036	5036	K14709	9183	Protein families: signaling and cellular processes	
5037	5037	K14780	9182	Protein families: genetic information processing	
5038	5038	K14780	9182	Protein families: genetic information processing	
5039	5039	K03798	9181	Protein families: metabolism	
5040	5040	K03798	9182	Protein families: genetic information processing	
5041	5041	K01099	9101	Carbohydrate metabolism	
5042	5042	K01099	9132	Signal transduction	
5043	5043	K01099	9182	Protein families: genetic information processing	
5044	5044	K18065	9181	Protein families: metabolism	
5045	5045	K16075	9183	Protein families: signaling and cellular processes	
5046	5046	K13354	9141	Transport and catabolism	
5047	5047	K13354	9183	Protein families: signaling and cellular processes	
5048	5048	K03133	9121	Transcription	
5049	5049	K03133	9172	Infectious diseases: Viral	
5050	5050	K03133	9182	Protein families: genetic information processing	
5051	5051	K03133	3036	Chromosome and associated proteins	
5052	5052	K01895	9101	Carbohydrate metabolism	
5053	5053	K01895	620	Pyruvate metabolism	
5054	5054	K01895	630	Glyoxylate and dicarboxylate metabolism	
5055	5055	K01895	640	Propanoate metabolism	
5056	5056	K01895	9102	Energy metabolism	
5057	5057	K01895	680	Methane metabolism	
5058	5058	K01895	9181	Protein families: metabolism	
5059	5059	K15289	9183	Protein families: signaling and cellular processes	
5060	5060	K10746	9124	Replication and repair	
5061	5061	K10746	9182	Protein families: genetic information processing	
5062	5062	K10746	3400	DNA repair and recombination proteins	
5063	5063	K07739	9182	Protein families: genetic information processing	
5064	5064	K07739	3036	Chromosome and associated proteins	
5065	5065	K00134	9101	Carbohydrate metabolism	
5066	5066	K00134	9102	Energy metabolism	
5067	5067	K00134	9132	Signal transduction	
5068	5068	K00134	9164	Neurodegenerative diseases	
5069	5069	K00134	9182	Protein families: genetic information processing	
5070	5070	K00134	9183	Protein families: signaling and cellular processes	
5071	5071	K18065	9181	Protein families: metabolism	
5072	5072	K07424	9103	Lipid metabolism	
5073	5073	K07424	591	Linoleic acid metabolism	
5074	5074	K07424	9108	Metabolism of cofactors and vitamins	
5075	5075	K07424	9161	Cancers: Overview	
5076	5076	K07424	9181	Protein families: metabolism	
5077	5077	K09419	9182	Protein families: genetic information processing	
5078	5078	K11145	9182	Protein families: genetic information processing	
5079	5079	K14709	9183	Protein families: signaling and cellular processes	
5080	5080	K06632	9143	Cell growth and death	
5081	5081	K06632	9172	Infectious diseases: Viral	
5082	5082	K06632	9181	Protein families: metabolism	
5083	5083	K06632	9182	Protein families: genetic information processing	
5084	5084	K08818	9181	Protein families: metabolism	
5085	5085	K08818	9182	Protein families: genetic information processing	
5086	5086	K00384	9106	Metabolism of other amino acids	
5087	5087	K03320	9183	Protein families: signaling and cellular processes	
5088	5088	K06013	9109	Metabolism of terpenoids and polyketides	
5089	5089	K06013	9181	Protein families: metabolism	
5090	5090	K06013	9183	Protein families: signaling and cellular processes	
5091	5091	K01662	9108	Metabolism of cofactors and vitamins	
5092	5092	K01662	9109	Metabolism of terpenoids and polyketides	
5093	5093	K00012	9101	Carbohydrate metabolism	
5094	5094	K00012	53	Ascorbate and aldarate metabolism	
5095	5095	K00012	520	Amino sugar and nucleotide sugar metabolism	
5096	5096	K06236	9132	Signal transduction	
5097	5097	K06236	9133	Signaling molecules and interaction	
5098	5098	K06236	9144	Cellular community - eukaryotes	
5099	5099	K06236	9151	Immune system	
5100	5100	K06236	9152	Endocrine system	
5101	5101	K06236	9154	Digestive system	
5102	5102	K06236	9167	Endocrine and metabolic diseases	
5103	5103	K06236	9172	Infectious diseases: Viral	
5104	5104	K06236	9174	Infectious diseases: Parasitic	
5105	5105	K06236	9183	Protein families: signaling and cellular processes	
5106	5106	K11346	9182	Protein families: genetic information processing	
5107	5107	K06196	9183	Protein families: signaling and cellular processes	
5108	5108	K02891	9122	Translation	
5109	5109	K02891	9182	Protein families: genetic information processing	
5110	5110	K08054	9123	Folding, sorting and degradation	
5111	5111	K08054	9141	Transport and catabolism	
5112	5112	K08054	9151	Immune system	
5113	5113	K08054	9152	Endocrine system	
5114	5114	K08054	9172	Infectious diseases: Viral	
5115	5115	K08054	9182	Protein families: genetic information processing	
5116	5116	K08054	4131	Membrane trafficking	
5117	5117	K08054	9183	Protein families: signaling and cellular processes	
5118	5118	K00432	9103	Lipid metabolism	
5119	5119	K00432	9106	Metabolism of other amino acids	
5120	5120	K00432	9152	Endocrine system	
5121	5121	K03301	9193	Unclassified: signaling and cellular processes	
5122	5122	K06443	9109	Metabolism of terpenoids and polyketides	
5123	5123	K02980	9122	Translation	
5124	5124	K02980	9182	Protein families: genetic information processing	
5125	5125	K04078	9182	Protein families: genetic information processing	
5126	5126	K04078	3029	Mitochondrial biogenesis	
5127	5127	K01955	9104	Nucleotide metabolism	
5128	5128	K01955	9105	Amino acid metabolism	
5129	5129	K07052	9194	Poorly characterized	
5130	5130	K15430	9182	Protein families: genetic information processing	
5131	5131	K01961	9101	Carbohydrate metabolism	
5132	5132	K01961	640	Propanoate metabolism	
5133	5133	K01961	9102	Energy metabolism	
5134	5134	K01961	9103	Lipid metabolism	
5135	5135	K03644	9108	Metabolism of cofactors and vitamins	
5136	5136	K02997	9122	Translation	
5137	5137	K02997	9182	Protein families: genetic information processing	
5138	5138	K08850	9181	Protein families: metabolism	
5139	5139	K08850	9182	Protein families: genetic information processing	
5140	5140	K18798	9182	Protein families: genetic information processing	
5141	5141	K02958	9122	Translation	
5142	5142	K02958	9182	Protein families: genetic information processing	
5143	5143	K03639	9108	Metabolism of cofactors and vitamins	
5144	5144	K03639	9123	Folding, sorting and degradation	
5145	5145	K01176	9101	Carbohydrate metabolism	
5146	5146	K01176	9154	Digestive system	
5147	5147	K12185	9141	Transport and catabolism	
5148	5148	K12185	9182	Protein families: genetic information processing	
5149	5149	K12185	9183	Protein families: signaling and cellular processes	
5150	5150	K01173	9143	Cell growth and death	
5151	5151	K01173	9182	Protein families: genetic information processing	
5152	5152	K10703	9103	Lipid metabolism	
5153	5153	K10703	1040	Biosynthesis of unsaturated fatty acids	
5154	5154	K10703	9181	Protein families: metabolism	
5155	5155	K18647	9182	Protein families: genetic information processing	
5156	5156	K18647	9183	Protein families: signaling and cellular processes	
5157	5157	K06268	9132	Signal transduction	
5158	5158	K06268	4310	Wnt signaling pathway	
5159	5159	K06268	4370	VEGF signaling pathway	
5160	5160	K06268	4020	Calcium signaling pathway	
5161	5161	K06268	4022	cGMP-PKG signaling pathway	
5162	5162	K06268	9143	Cell growth and death	
5163	5163	K06268	4218	Cellular senescence	
5164	5164	K06268	9151	Immune system	
5165	5165	K06268	4650	Natural killer cell mediated cytotoxicity	
5166	5166	K06268	4660	T cell receptor signaling pathway	
5167	5167	K06268	4658	Th1 and Th2 cell differentiation	
5168	5168	K06268	4659	Th17 cell differentiation	
5169	5169	K06268	4662	B cell receptor signaling pathway	
5170	5170	K06268	9152	Endocrine system	
5171	5171	K06268	4921	Oxytocin signaling pathway	
5172	5172	K06268	4924	Renin secretion	
5173	5173	K06268	9156	Nervous system	
5174	5174	K06268	4720	Long-term potentiation	
5175	5175	K06268	9158	Development	
5176	5176	K06268	4380	Osteoclast differentiation	
5177	5177	K06268	9164	Neurodegenerative diseases	
5178	5178	K06268	5014	Amyotrophic lateral sclerosis (ALS)\n	
5179	5179	K06268	9165	Substance dependence	
5180	5180	K06268	9171	Infectious diseases: Bacterial	
5181	5181	K06268	9172	Infectious diseases: Viral	
5182	5182	K06268	5170	Human immunodeficiency virus 1 infection	
5183	5183	K06268	5163	Human cytomegalovirus infection	
5184	5184	K06268	5167	Kaposi sarcoma-associated herpesvirus infection	
5185	5185	K06268	9181	Protein families: metabolism	
5186	5186	K00670	9182	Protein families: genetic information processing	
5187	5187	K10587	9123	Folding, sorting and degradation	
5188	5188	K10587	9161	Cancers: Overview	
5189	5189	K10587	9172	Infectious diseases: Viral	
5190	5190	K10587	9182	Protein families: genetic information processing	
5191	5191	K01952	9104	Nucleotide metabolism	
5192	5192	K02909	9122	Translation	
5193	5193	K02909	9182	Protein families: genetic information processing	
5194	5194	K14153	9108	Metabolism of cofactors and vitamins	
5195	5195	K17913	9109	Metabolism of terpenoids and polyketides	
5196	5196	K17983	9182	Protein families: genetic information processing	
5197	5197	K10839	9123	Folding, sorting and degradation	
5198	5198	K10839	9124	Replication and repair	
5199	5199	K10839	9182	Protein families: genetic information processing	
5200	5200	K10839	3400	DNA repair and recombination proteins	
5201	5201	K08907	9102	Energy metabolism	
5202	5202	K08907	9181	Protein families: metabolism	
5203	5203	K08907	9102	Energy metabolism	
5204	5204	K08907	9181	Protein families: metabolism	
5205	5205	K01738	9102	Energy metabolism	
5206	5206	K01738	9105	Amino acid metabolism	
5207	5207	K14963	9167	Endocrine and metabolic diseases	
5208	5208	K14963	9182	Protein families: genetic information processing	
5209	5209	K00567	9182	Protein families: genetic information processing	
5210	5210	K00384	9106	Metabolism of other amino acids	
5211	5211	K12667	9107	Glycan biosynthesis and metabolism	
5212	5212	K12667	513	Various types of N-glycan biosynthesis	
5213	5213	K12667	9123	Folding, sorting and degradation	
5214	5214	K14838	9182	Protein families: genetic information processing	
5215	5215	K01872	9122	Translation	
5216	5216	K01872	9181	Protein families: metabolism	
5217	5217	K01872	9182	Protein families: genetic information processing	
5218	5218	K01735	9105	Amino acid metabolism	
5219	5219	K00472	9105	Amino acid metabolism	
5220	5220	K00809	9191	Unclassified: metabolism	
5221	5221	K05673	9131	Membrane transport	
5222	5222	K05673	9132	Signal transduction	
5223	5223	K05673	9154	Digestive system	
5224	5224	K05673	9176	Drug resistance: Antineoplastic	
5225	5225	K05673	9183	Protein families: signaling and cellular processes	
5226	5226	K11368	9182	Protein families: genetic information processing	
5227	5227	K11368	3019	Messenger RNA biogenesis	
5228	5228	K11368	3036	Chromosome and associated proteins	
5229	5229	K05868	9132	Signal transduction	
5230	5230	K05868	9143	Cell growth and death	
5231	5231	K05868	4114	Oocyte meiosis	
5232	5232	K05868	4115	p53 signaling pathway	
5233	5233	K05868	4218	Cellular senescence	
5234	5234	K05868	9152	Endocrine system	
5235	5235	K05868	9172	Infectious diseases: Viral	
5236	5236	K05868	9182	Protein families: genetic information processing	
5237	5237	K05868	3036	Chromosome and associated proteins	
5238	5238	K03687	9182	Protein families: genetic information processing	
5239	5239	K03687	3029	Mitochondrial biogenesis	
5240	5240	K18204	9191	Unclassified: metabolism	
5241	5241	K14559	9122	Translation	
5242	5242	K14559	9181	Protein families: metabolism	
5243	5243	K14559	9182	Protein families: genetic information processing	
5244	5244	K01057	9101	Carbohydrate metabolism	
5245	5245	K10579	9123	Folding, sorting and degradation	
5246	5246	K10579	9182	Protein families: genetic information processing	
5247	5247	K07204	9132	Signal transduction	
5248	5248	K07204	4152	AMPK signaling pathway	
5249	5249	K07204	4150	mTOR signaling pathway	
5250	5250	K07204	9141	Transport and catabolism	
5251	5251	K07204	4138	Autophagy - yeast	
5252	5252	K07204	4136	Autophagy - other	
5253	5253	K07204	9152	Endocrine system	
5254	5254	K07204	9149	Aging	
5255	5255	K07204	4213	Longevity regulating pathway - multiple species	
5256	5256	K07204	9159	Environmental adaptation	
5257	5257	K07204	9161	Cancers: Overview	
5258	5258	K07204	9182	Protein families: genetic information processing	
5259	5259	K03283	9121	Transcription	
5260	5260	K03283	9123	Folding, sorting and degradation	
5261	5261	K03283	9132	Signal transduction	
5262	5262	K03283	9141	Transport and catabolism	
5263	5263	K03283	9151	Immune system	
5264	5264	K03283	9152	Endocrine system	
5265	5265	K03283	9149	Aging	
5266	5266	K03283	9171	Infectious diseases: Bacterial	
5267	5267	K03283	9172	Infectious diseases: Viral	
5268	5268	K03283	5164	Influenza A	
5269	5269	K03283	9174	Infectious diseases: Parasitic	
5270	5270	K03283	9181	Protein families: metabolism	
5271	5271	K03283	9182	Protein families: genetic information processing	
5272	5272	K03283	3009	Ribosome biogenesis	
5273	5273	K03283	3110	Chaperones and folding catalysts	
5274	5274	K03283	4131	Membrane trafficking	
5275	5275	K03283	3051	Proteasome	
5276	5276	K03283	3029	Mitochondrial biogenesis	
5277	5277	K03283	9183	Protein families: signaling and cellular processes	
5278	5278	K04554	9123	Folding, sorting and degradation	
5279	5279	K04554	4120	Ubiquitin mediated proteolysis	
5280	5280	K04554	9164	Neurodegenerative diseases	
5281	5281	K04554	9182	Protein families: genetic information processing	
5282	5282	K08901	9102	Energy metabolism	
5283	5283	K08901	9181	Protein families: metabolism	
5284	5284	K11373	9182	Protein families: genetic information processing	
5285	5285	K11373	3036	Chromosome and associated proteins	
5286	5286	K07760	9181	Protein families: metabolism	
5287	5287	K12830	9121	Transcription	
5288	5288	K12830	9182	Protein families: genetic information processing	
5289	5289	K12830	3041	Spliceosome	
5290	5290	K12830	3036	Chromosome and associated proteins	
5291	5291	K03527	9109	Metabolism of terpenoids and polyketides	
5292	5292	K11262	9101	Carbohydrate metabolism	
5293	5293	K11262	640	Propanoate metabolism	
5294	5294	K11262	9103	Lipid metabolism	
5295	5295	K11262	9110	Biosynthesis of other secondary metabolites	
5296	5296	K11262	9132	Signal transduction	
5297	5297	K11262	9152	Endocrine system	
5298	5298	K11262	4922	Glucagon signaling pathway	
5299	5299	K09837	9109	Metabolism of terpenoids and polyketides	
5300	5300	K09837	9181	Protein families: metabolism	
5301	5301	K02726	9123	Folding, sorting and degradation	
5302	5302	K02726	9181	Protein families: metabolism	
5303	5303	K02726	9182	Protein families: genetic information processing	
5304	5304	K04417	9132	Signal transduction	
5305	5305	K04417	9181	Protein families: metabolism	
5306	5306	K01515	9104	Nucleotide metabolism	
5307	5307	K14000	9123	Folding, sorting and degradation	
5308	5308	K02328	9124	Replication and repair	
5309	5309	K02328	3410	Base excision repair	
5310	5310	K02328	3420	Nucleotide excision repair	
5311	5311	K02328	3430	Mismatch repair	
5312	5312	K02328	3440	Homologous recombination	
5313	5313	K02328	9182	Protein families: genetic information processing	
5314	5314	K02328	3400	DNA repair and recombination proteins	
5315	5315	K19323	9193	Unclassified: signaling and cellular processes	
5316	5316	K12822	9121	Transcription	
5317	5317	K12822	9182	Protein families: genetic information processing	
5318	5318	K07870	9141	Transport and catabolism	
5319	5319	K07870	9143	Cell growth and death	
5320	5320	K07870	9182	Protein families: genetic information processing	
5321	5321	K07870	9183	Protein families: signaling and cellular processes	
5322	5322	K19329	9193	Unclassified: signaling and cellular processes	
5323	5323	K00820	9101	Carbohydrate metabolism	
5324	5324	K00820	9105	Amino acid metabolism	
5325	5325	K00820	9167	Endocrine and metabolic diseases	
5326	5326	K00820	9181	Protein families: metabolism	
5327	5327	K01259	9105	Amino acid metabolism	
5328	5328	K01259	9181	Protein families: metabolism	
5329	5329	K15026	9182	Protein families: genetic information processing	
5330	5330	K15026	3012	Translation factors	
5331	5331	K17866	9182	Protein families: genetic information processing	
5332	5332	K10753	9182	Protein families: genetic information processing	
5333	5333	K10419	9182	Protein families: genetic information processing	
5334	5334	K10419	9183	Protein families: signaling and cellular processes	
5335	5335	K13917	9122	Translation	
5336	5336	K13917	9182	Protein families: genetic information processing	
5337	5337	K02519	9182	Protein families: genetic information processing	
5338	5338	K02519	3029	Mitochondrial biogenesis	
5339	5339	K00939	9104	Nucleotide metabolism	
5340	5340	K00939	9108	Metabolism of cofactors and vitamins	
5341	5341	K00939	9183	Protein families: signaling and cellular processes	
5342	5342	K11643	9161	Cancers: Overview	
5343	5343	K11643	9172	Infectious diseases: Viral	
5344	5344	K11643	9182	Protein families: genetic information processing	
5345	5345	K00942	9104	Nucleotide metabolism	
5346	5346	K18749	9182	Protein families: genetic information processing	
5347	5347	K10745	9124	Replication and repair	
5348	5348	K10745	9182	Protein families: genetic information processing	
5349	5349	K00036	9101	Carbohydrate metabolism	
5350	5350	K00036	9106	Metabolism of other amino acids	
5351	5351	K00036	9161	Cancers: Overview	
5352	5352	K00036	9183	Protein families: signaling and cellular processes	
5353	5353	K00275	9108	Metabolism of cofactors and vitamins	
5354	5354	K17759	9191	Unclassified: metabolism	
5355	5355	K13173	9182	Protein families: genetic information processing	
5356	5356	K00948	9101	Carbohydrate metabolism	
5357	5357	K00948	9104	Nucleotide metabolism	
5358	5358	K03880	9102	Energy metabolism	
5359	5359	K03880	9156	Nervous system	
5360	5360	K03880	9159	Environmental adaptation	
5361	5361	K03880	9164	Neurodegenerative diseases	
5362	5362	K03880	9182	Protein families: genetic information processing	
5363	5363	K14944	9182	Protein families: genetic information processing	
5364	5364	K15283	9183	Protein families: signaling and cellular processes	
5365	5365	K01190	9101	Carbohydrate metabolism	
5366	5366	K01190	9103	Lipid metabolism	
5367	5367	K01190	9107	Glycan biosynthesis and metabolism	
5368	5368	K08193	9183	Protein families: signaling and cellular processes	
5369	5369	K01836	9101	Carbohydrate metabolism	
5370	5370	K19385	9182	Protein families: genetic information processing	
5371	5371	K13832	9105	Amino acid metabolism	
5372	5372	K07304	9191	Unclassified: metabolism	
5373	5373	K02537	9143	Cell growth and death	
5374	5374	K02537	4111	Cell cycle - yeast	
5375	5375	K02537	4113	Meiosis - yeast	
5376	5376	K02537	4114	Oocyte meiosis	
5377	5377	K02537	9152	Endocrine system	
5378	5378	K02537	9172	Infectious diseases: Viral	
5379	5379	K02537	9182	Protein families: genetic information processing	
5380	5380	K08287	9191	Unclassified: metabolism	
5381	5381	K11168	9191	Unclassified: metabolism	
5382	5382	K18670	9181	Protein families: metabolism	
5383	5383	K02975	9122	Translation	
5384	5384	K02975	9182	Protein families: genetic information processing	
5385	5385	K03635	9108	Metabolism of cofactors and vitamins	
5386	5386	K03635	9123	Folding, sorting and degradation	
5387	5387	K11662	9182	Protein families: genetic information processing	
5388	5388	K11662	9183	Protein families: signaling and cellular processes	
5389	5389	K09313	9182	Protein families: genetic information processing	
5390	5390	K08770	9152	Endocrine system	
5391	5391	K08770	9182	Protein families: genetic information processing	
5392	5392	K08770	9152	Endocrine system	
5393	5393	K08770	9182	Protein families: genetic information processing	
5394	5394	K13412	9159	Environmental adaptation	
5395	5395	K13412	9174	Infectious diseases: Parasitic	
5396	5396	K13412	9181	Protein families: metabolism	
5397	5397	K13706	9181	Protein families: metabolism	
5398	5398	K17972	9182	Protein families: genetic information processing	
5399	5399	K13912	9154	Digestive system	
5400	5400	K14304	9122	Translation	
5401	5401	K14304	9182	Protein families: genetic information processing	
5402	5402	K14304	3036	Chromosome and associated proteins	
5403	5403	K10586	9123	Folding, sorting and degradation	
5404	5404	K10586	9143	Cell growth and death	
5405	5405	K10586	4215	Apoptosis - multiple species	
5406	5406	K10586	9182	Protein families: genetic information processing	
5407	5407	K06943	9122	Translation	
5408	5408	K06943	9182	Protein families: genetic information processing	
5409	5409	K02349	9182	Protein families: genetic information processing	
5410	5410	K01176	9101	Carbohydrate metabolism	
5411	5411	K01176	9154	Digestive system	
5412	5412	K14398	9122	Translation	
5413	5413	K14398	9182	Protein families: genetic information processing	
5414	5414	K04371	9132	Signal transduction	
5415	5415	K04371	4015	Rap1 signaling pathway	
5416	5416	K04371	4010	MAPK signaling pathway	
5417	5417	K04371	4013	MAPK signaling pathway - fly	
5418	5418	K04371	4011	MAPK signaling pathway - yeast	
5419	5419	K04371	4012	ErbB signaling pathway	
5420	5420	K04371	4350	TGF-beta signaling pathway	
5421	5421	K04371	4370	VEGF signaling pathway	
5422	5422	K04371	4371	Apelin signaling pathway	
5423	5423	K04371	4668	TNF signaling pathway	
5424	5424	K04371	4066	HIF-1 signaling pathway	
5425	5425	K04371	4068	FoxO signaling pathway	
5426	5426	K04371	4072	Phospholipase D signaling pathway	
5427	5427	K04371	4071	Sphingolipid signaling pathway	
5428	5428	K04371	4024	cAMP signaling pathway	
5429	5429	K04371	4022	cGMP-PKG signaling pathway	
5430	5430	K04371	4151	PI3K-Akt signaling pathway	
5431	5431	K04371	4150	mTOR signaling pathway	
5432	5432	K04371	9141	Transport and catabolism	
5433	5433	K04371	9143	Cell growth and death	
5434	5434	K04371	4210	Apoptosis	
5435	5435	K04371	4214	Apoptosis - fly	
5436	5436	K04371	4218	Cellular senescence	
5437	5437	K04371	9144	Cellular community - eukaryotes	
5438	5438	K04371	4520	Adherens junction	
5439	5439	K04371	4540	Gap junction	
5440	5440	K04371	4550	Signaling pathways regulating pluripotency of stem cells	
5441	5441	K04371	9142	Cell motility	
5442	5442	K04371	9151	Immune system	
5443	5443	K04371	4620	Toll-like receptor signaling pathway	
5444	5444	K04371	4621	NOD-like receptor signaling pathway	
5445	5445	K04371	4625	C-type lectin receptor signaling pathway	
5446	5446	K04371	4650	Natural killer cell mediated cytotoxicity	
5447	5447	K04371	4660	T cell receptor signaling pathway	
5448	5448	K04371	4658	Th1 and Th2 cell differentiation	
5449	5449	K04371	4659	Th17 cell differentiation	
5450	5450	K04371	4657	IL-17 signaling pathway	
5451	5451	K04371	4662	B cell receptor signaling pathway	
5452	5452	K04371	4664	Fc epsilon RI signaling pathway	
5453	5453	K04371	4666	Fc gamma R-mediated phagocytosis	
5454	5454	K04371	4062	Chemokine signaling pathway	
5455	5455	K04371	9152	Endocrine system	
5456	5456	K04371	4912	GnRH signaling pathway	
5457	5457	K04371	4915	Estrogen signaling pathway	
5458	5458	K04371	4914	Progesterone-mediated oocyte maturation	
5459	5459	K04371	4917	Prolactin signaling pathway	
5460	5460	K04371	4921	Oxytocin signaling pathway	
5461	5461	K04371	4926	Relaxin signaling pathway	
5462	5462	K04371	4919	Thyroid hormone signaling pathway	
5463	5463	K04371	4928	Parathyroid hormone synthesis, secretion and action	
5464	5464	K04371	4916	Melanogenesis	
5465	5465	K04371	9153	Circulatory system	
5466	5466	K04371	4270	Vascular smooth muscle contraction	
5467	5467	K04371	9155	Excretory system	
5468	5468	K04371	9156	Nervous system	
5469	5469	K04371	4725	Cholinergic synapse	
5470	5470	K04371	4726	Serotonergic synapse	
5471	5471	K04371	4720	Long-term potentiation	
5472	5472	K04371	4730	Long-term depression	
5473	5473	K04371	4723	Retrograde endocannabinoid signaling	
5474	5474	K04371	4722	Neurotrophin signaling pathway	
5475	5475	K04371	9158	Development	
5476	5476	K04371	4360	Axon guidance	
5477	5477	K04371	4380	Osteoclast differentiation	
5478	5478	K04371	9159	Environmental adaptation	
5479	5479	K04371	9161	Cancers: Overview	
5480	5480	K04371	5230	Central carbon metabolism in cancer	
5481	5481	K04371	5231	Choline metabolism in cancer	
5482	5482	K04371	5205	Proteoglycans in cancer	
5483	5483	K04371	5203	Viral carcinogenesis	
5484	5484	K04371	9162	Cancers: Specific types	
5485	5485	K04371	5212	Pancreatic cancer	
5486	5486	K04371	5225	Hepatocellular carcinoma	
5487	5487	K04371	5226	Gastric cancer	
5488	5488	K04371	5214	Glioma	
5489	5489	K04371	5216	Thyroid cancer	
5490	5490	K04371	5221	Acute myeloid leukemia	
5491	5491	K04371	5220	Chronic myeloid leukemia	
5492	5492	K04371	5218	Melanoma	
5493	5493	K04371	5211	Renal cell carcinoma	
5494	5494	K04371	5219	Bladder cancer	
5495	5495	K04371	5215	Prostate cancer	
5496	5496	K04371	5213	Endometrial cancer	
5497	5497	K04371	5224	Breast cancer	
5498	5498	K04371	5223	Non-small cell lung cancer	
5499	5499	K04371	9164	Neurodegenerative diseases	
5500	5500	K04371	5020	Prion diseases	
5501	5501	K04371	9165	Substance dependence	
5502	5502	K04371	9167	Endocrine and metabolic diseases	
5503	5503	K04371	4933	AGE-RAGE signaling pathway in diabetic complications	
5504	5504	K04371	4934	Cushing syndrome	
5505	5505	K04371	9171	Infectious diseases: Bacterial	
5506	5506	K04371	5131	Shigellosis	
5507	5507	K04371	5133	Pertussis	
5508	5508	K04371	5152	Tuberculosis	
5509	5509	K04371	9172	Infectious diseases: Viral	
5510	5510	K04371	5170	Human immunodeficiency virus 1 infection	
5511	5511	K04371	5164	Influenza A	
5512	5512	K04371	5161	Hepatitis B	
5513	5513	K04371	5160	Hepatitis C	
5514	5514	K04371	5163	Human cytomegalovirus infection	
5515	5515	K04371	5167	Kaposi sarcoma-associated herpesvirus infection	
5516	5516	K04371	5165	Human papillomavirus infection	
5517	5517	K04371	9174	Infectious diseases: Parasitic	
5518	5518	K04371	5140	Leishmaniasis	
5519	5519	K04371	5142	Chagas disease (American trypanosomiasis)\n	
5520	5520	K04371	9176	Drug resistance: Antineoplastic	
5521	5521	K04371	1524	Platinum drug resistance	
5522	5522	K04371	1522	Endocrine resistance	
5523	5523	K04371	9181	Protein families: metabolism	
5524	5524	K04371	9182	Protein families: genetic information processing	
5525	5525	K04371	9183	Protein families: signaling and cellular processes	
5526	5526	K11097	9121	Transcription	
5527	5527	K11097	9182	Protein families: genetic information processing	
5528	5528	K11097	3032	DNA replication proteins	
5529	5529	K01176	9101	Carbohydrate metabolism	
5530	5530	K01176	9154	Digestive system	
5531	5531	K02206	9132	Signal transduction	
5532	5532	K02206	4151	PI3K-Akt signaling pathway	
5533	5533	K02206	9143	Cell growth and death	
5534	5534	K02206	4114	Oocyte meiosis	
5535	5535	K02206	4115	p53 signaling pathway	
5536	5536	K02206	4218	Cellular senescence	
5537	5537	K02206	9152	Endocrine system	
5538	5538	K02206	9161	Cancers: Overview	
5539	5539	K02206	5203	Viral carcinogenesis	
5540	5540	K02206	9162	Cancers: Specific types	
5541	5541	K02206	5215	Prostate cancer	
5542	5542	K02206	5222	Small cell lung cancer	
